请告诉我最近49分钟的所有实时数据。	select * from t_rt_data where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 49 ' ) ;
装置一号催化裂化装置里有哪些变量有高高报阈值？	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.UUpper_limit is not null ;
装置连续重整二里有哪些变量有高高报阈值？	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.UUpper_limit is not null ;
哪些变量既有高报警限又有低报警限？	select * from t_rt_info where t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
有哪些变量有低报却没有低低报阈值？	select * from t_rt_info where t_rt_info.Lower_limit is not null and t_rt_info.LLower_limit is null ;
有多少变量是有高报阈值但没有高高报阈值的？	select count ( * ) from t_rt_info where t_rt_info.Lower_limit is not null and t_rt_info.LLower_limit is null ;
哪些变量高低报警限都没有？	select * from t_rt_info where t_rt_info.Upper_limit is null and t_rt_info.Lower_limit is null ;
对有高报的位号，返回给我它们的高报阈值。	select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Upper_limit is not null ;
将装置催化裂化2中的位号按有无低报警限分开列举。	select * from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' order by isnull ( t_rt_info.Lower_limit ) ;
将装置一号催化裂化装置中的位号按有无低报警限分开列举。	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' order by isnull ( t_rt_info.Lower_limit ) ;
对于每个装置，告诉我哪些变量是低低报、低报、高报、高高报阈值都有的。	select * from t_rt_info where t_rt_info.Upper_limit is null and t_rt_info.Lower_limit is null ;
哪个位号的低报和低低报的数值一样？	select * from t_rt_info where t_rt_info.Lower_limit = t_rt_info.LLower_limit ;
数据集里有哪些高报和高高报阈值都有而且是一样的变量？	select * from t_rt_info where t_rt_info.Upper_limit is not null and t_rt_info.UUpper_limit is not null and t_rt_info.Upper_limit = t_rt_info.UUpper_limit ;
将每个装置中的位号按高报警限降序排列。	select * from t_rt_info order by t_rt_info.Unit_code , t_rt_info.Upper_limit desc ;
把每个装置中的变量分别按他们的低低报警限阈值升序排列。	select * from t_rt_info order by t_rt_info.Unit_code , t_rt_info.LLower_limit asc ;
高报减去低报最大的前200个变量分别是什么？	select t_rt_info.Tag_code from t_rt_info order by ( t_rt_info.Upper_limit - t_rt_info.Lower_limit ) desc limit 200 ;
高报减去低报最大的前1个变量分别是什么？	select t_rt_info.Tag_code from t_rt_info order by ( t_rt_info.Upper_limit - t_rt_info.Lower_limit ) desc limit 1 ;
返回每个低低报警限小于6的变量。	select * from t_rt_info where t_rt_info.LLower_limit < 6 ;
返回每个低低报警限小于17的变量。	select * from t_rt_info where t_rt_info.LLower_limit < 17 ;
输出所有在装置二号连续重整中的，高报大于低报的变量。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Upper_limit > t_rt_info.Lower_limit ;
输出所有在装置二号连续重整装置中的，高报大于低报的变量。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Upper_limit > t_rt_info.Lower_limit ;
输出所有高报超过7的变量。	select * from t_rt_info where t_rt_info.Upper_limit > 7 ;
输出所有高报超过8的变量。	select * from t_rt_info where t_rt_info.Upper_limit > 8 ;
哪些关键变量同时有高报和低报？	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
帮我看看哪几个关键报警位号只有低报，没有高报的。	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Lower_limit is not null and t_rt_info.Upper_limit is null ;
统计数据集中同时有低报警阈值、高报警阈值、低低报警阈值、高高报警阈值的位号的个数。	select * from t_rt_info where t_rt_info.Lower_limit is not null and t_rt_info.Upper_limit is not null and t_rt_info.LLower_limit is not null and t_rt_info.UUpper_limit is not null ;
把装置催化装置一中的关键变量按高报警阈值的降序排列。	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.Key_tag = 1 order by t_rt_info.Upper_limit desc ;
把装置重整装置2中的关键变量按高报警阈值的降序排列。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 order by t_rt_info.Upper_limit desc ;
把装置二号催化裂化里的报警位号按低报数值降序排列。	select * from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' order by t_rt_info.Lower_limit desc ;
把装置催化裂化装置二号里的报警位号按低报数值降序排列。	select * from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' order by t_rt_info.Lower_limit desc ;
哪些非关键报警变量又有高报警限和低报警限？	select * from t_rt_info where t_rt_info.Key_tag != 1 and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
哪套装置里有吸收塔补充吸收剂流量调节这个变量？	select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FIC403.PV' ;
哪套装置里有V304温度这个变量？	select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211TI_30801' ;
请告诉我R201出口温度是哪个装置的位号。	select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211TI_20201' ;
请告诉我渣油进装置流量是哪个装置的位号。	select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FI222_3.PV' ;
T202塔釜液位是不是关键报警变量？	select t_rt_info.Key_tag from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211LIC_21701' ;
R101反应进料量是不是关键报警变量？	select t_rt_info.Key_tag from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211FIC_10401' ;
催化裂化装置二的关键报警里有没有汽提段密度这个位号？	select count ( * ) != 0 from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_code = '3B2CHLH_0202B_DR102.PV' ;
催化裂化装置一号的关键报警里有没有再生器(R202)集气室温度这个位号？	select count ( * ) != 0 from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_code = '3B1CHLH_TI221.PV' ;
催化裂化2的关键报警里有没有再生斜管密度这个位号？	select count ( * ) != 0 from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_code = '3B1CHLH_DI215.PV' ;
二号重整的关键报警里有没有轻烃闪蒸罐压控这个位号？	select count ( * ) != 0 from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_code = '3B1CHLH_PIC704.PV' ;
再生循环气流量的高报是多少？	select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211FIC_30602' ;
吸收塔补充吸收剂流量调节的高报是多少？	select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FIC403.PV' ;
R202入口温度的低低报警限是多少？	select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211TI_20104' ;
烟机入口温度的低低报警限是多少？	select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_TIA5102.PV' ;
将所有位号的名字按名字的降序排列并输出。	select t_rt_info.Tag_code from t_rt_info order by t_rt_info.Tag_code desc ;
有哪些变量没有低低报警限、低报警限、高报警限、高高报警限，按他们的所属的装置归类排序。	select * from t_rt_info where t_rt_info.Lower_limit is null and t_rt_info.Upper_limit is null and t_rt_info.LLower_limit is null and t_rt_info.UUpper_limit is null order by t_rt_info.Unit_code ;
展示所有低报阈值小于1并且高报阈值大于2的关键报警。	select * from t_rt_info where t_rt_info.Lower_limit < 1 and t_rt_info.Upper_limit > 2 ;
展示所有低报阈值小于2并且高报阈值大于3的关键报警。	select * from t_rt_info where t_rt_info.Lower_limit < 2 and t_rt_info.Upper_limit > 3 ;
展示所有低报阈值小于5并且高报阈值大于7的关键报警。	select * from t_rt_info where t_rt_info.Lower_limit < 5 and t_rt_info.Upper_limit > 7 ;
展示所有低报阈值小于5并且高报阈值大于12的关键报警。	select * from t_rt_info where t_rt_info.Lower_limit < 5 and t_rt_info.Upper_limit > 12 ;
按高报阈值降序给装置重整里的关键报警变量排序。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 order by t_rt_info.Upper_limit desc ;
按高报阈值降序给装置催化裂化装置一里的关键报警变量排序。	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.Key_tag = 1 order by t_rt_info.Upper_limit desc ;
哪些位号的高报阈值大于5？	select * from t_rt_info where t_rt_info.Upper_limit > 5 ;
哪些位号的高报阈值大于3？	select * from t_rt_info where t_rt_info.Upper_limit > 3 ;
哪些关键报警变量没有低报警阈值？	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Lower_limit is null ;
输出装置1#催化裂化当中低报最低的4个位号。	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' order by t_rt_info.Lower_limit asc limit 4 ;
输出装置二号重整当中低报最低的3个位号。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Lower_limit asc limit 3 ;
输出装置连续重整装置当中低报最低的200个位号。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Lower_limit asc limit 200 ;
输出装置重整装置二号当中低报最低的3个位号。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Lower_limit asc limit 3 ;
输出没有低低报信息的所有关键报警。	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.LLower_limit is null ;
显示所有没有低低报和高高报数据的变量。	select * from t_rt_info where t_rt_info.LLower_limit is null and t_rt_info.UUpper_limit is null ;
按装置名称统计高报数据缺失的位号。	select * from t_rt_info where t_rt_info.Upper_limit is null order by t_rt_info.Unit_code ;
筛选所有与回炼油返回T201流量拥有相同高报和低报阈值的变量名。	select * from t_rt_info where t_rt_info.Upper_limit = ( select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FC208.PV' ) and t_rt_info.Lower_limit = ( select t_rt_info.Lower_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FC208.PV' ) ;
筛选所有与容208出中压饱和蒸汽流量拥有相同高报和低报阈值的变量名。	select * from t_rt_info where t_rt_info.Upper_limit = ( select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FI2814.PV' ) and t_rt_info.Lower_limit = ( select t_rt_info.Lower_limit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FI2814.PV' ) ;
显示高、低、高高、低低报警阈值都与V701产3.5MPa饱和蒸汽流量一样的关键变量名称。	select * from t_rt_info where t_rt_info.Upper_limit = ( select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FR281_2.PV' ) and t_rt_info.Lower_limit = ( select t_rt_info.Lower_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FR281_2.PV' ) and t_rt_info.UUpper_limit = ( select t_rt_info.UUpper_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FR281_2.PV' ) and t_rt_info.LLower_limit = ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FR281_2.PV' ) ;
显示高、低、高高、低低报警阈值都与汽提段密度一样的关键变量名称。	select * from t_rt_info where t_rt_info.Upper_limit = ( select t_rt_info.Upper_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_DR102.PV' ) and t_rt_info.Lower_limit = ( select t_rt_info.Lower_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_DR102.PV' ) and t_rt_info.UUpper_limit = ( select t_rt_info.UUpper_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_DR102.PV' ) and t_rt_info.LLower_limit = ( select t_rt_info.LLower_limit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_DR102.PV' ) ;
E102管程出口温度代表什么？	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211TI_10802' ;
至V701除氧水流量代表什么？	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FC280_2.PV' ;
告诉我所有变量的描述信息。	select t_rt_info.Tag_desc from t_rt_info ;
装置二催里的变量都是什么意思，告诉我它们的位号和描述。	select t_rt_info.Tag_code , t_rt_info.Tag_desc from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' ;
装置1#催化装置里的变量都是什么意思，告诉我它们的位号和描述。	select t_rt_info.Tag_code , t_rt_info.Tag_desc from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' ;
显示所有关键变量的含义。	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Key_tag = 1 ;
有没有哪个位号对应的描述是空的？	select count ( * ) = 0 from t_rt_info where t_rt_info.Tag_desc is null ;
描述最长的变量属于哪个装置？	select t_rt_info.Unit_code from t_rt_info order by length ( t_rt_info.Tag_desc ) desc limit 1 ;
返回装置2#重整装置中描述最短的位号。	select t_rt_info.Tag_code from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by length ( t_rt_info.Tag_desc ) asc limit 1 ;
返回装置连续重整装置中描述最短的位号。	select t_rt_info.Tag_code from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by length ( t_rt_info.Tag_desc ) asc limit 1 ;
计算关键变量的位号描述长度的均值。	select avg ( length ( t_rt_info.Tag_desc )  ) from t_rt_info where t_rt_info.Key_tag = 1 ;
有没有关键报警变量缺失相应的描述的？	select count ( * ) != 0 from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_desc is null ;
看一下所有没有高报警限的位号的编号以及含义。	select t_rt_info.Tag_code , t_rt_info.Tag_desc from t_rt_info where t_rt_info.Upper_limit is null ;
位号描述长度不超过2个字符的位号有哪些。	select * from t_rt_info where length ( t_rt_info.Tag_desc ) <= 2 ;
位号描述长度不超过1个字符的位号有哪些。	select * from t_rt_info where length ( t_rt_info.Tag_desc ) <= 1 ;
统计测点定义表中位号含义缺失的项目的数量。	select count ( * ) from t_rt_info where t_rt_info.Tag_desc is null ;
所有数据里，变量描述最长的5个变量分别属于哪套装置？	select t_rt_info.Unit_code from t_rt_info order by length ( t_rt_info.Tag_desc ) desc limit 5 ;
所有数据里，变量描述最长的200个变量分别属于哪套装置？	select t_rt_info.Unit_code from t_rt_info order by length ( t_rt_info.Tag_desc ) desc limit 200 ;
有哪些变量的单位是功率？	select * from t_rt_info where t_rt_info.Tag_unit = 'power' ;
有哪些变量的单位是密度？	select * from t_rt_info where t_rt_info.Tag_unit = 'density' ;
有哪些变量的单位不是压力？	select * from t_rt_info where t_rt_info.Tag_unit != 'pressure' ;
有哪些变量的单位不是流量？	select * from t_rt_info where t_rt_info.Tag_unit != 'flow' ;
有多少变量的单位是压力？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = 'pressure' ;
有多少变量的单位是液位？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = 'level' ;
和二再密相温度控制变量具有相同单位的变量有几个？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_TIC224.PV' ) ;
和C202一段出口压力变量具有相同单位的变量有几个？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211PI_20803.PV' ) ;
与变量E307A、B出口温度指示共享装置和单位的变量有哪些？	select * from t_rt_info where t_rt_info.Unit_code = ( select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_TI320.PV' ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_TI320.PV' ) ;
与变量T201底油浆抽出温度共享装置和单位的变量有哪些？	select * from t_rt_info where t_rt_info.Unit_code = ( select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_TI284_1.PV' ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_TI284_1.PV' ) ;
在V206顶气流量这个变量的同一个装置里，有几个变量的单位和V206顶气流量一样？	select count ( * ) from t_rt_info where t_rt_info.Unit_code = ( select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211FI_21603' ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211FI_21603' ) ;
在R102入口压力这个变量的同一个装置里，有几个变量的单位和R102入口压力一样？	select count ( * ) from t_rt_info where t_rt_info.Unit_code = ( select t_rt_info.Unit_code from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211PI_10302' ) and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211PI_10302' ) ;
显示装置1#催化装置中的所有变量，按它们的单位分组。	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' order by t_rt_info.Tag_unit ;
显示装置二号连续重整中的所有变量，按它们的单位分组。	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' order by t_rt_info.Tag_unit ;
告诉我有哪些变量的数据描述缺失。	select * from t_rt_info where t_rt_info.Tag_desc is null ;
有哪些不同的单位？	select distinct t_rt_info.Tag_unit from t_rt_info ;
多少变量的数据单位这一栏是空的？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit is null ;
在装置二号催化裂化装置中，单位为密度的变量中，有哪些是关键报警？	select * from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = 'density' ;
在装置二号重整中，单位为转速的变量中，有哪些是关键报警？	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = 'spee' ;
在装置一号催化中，单位为温度的变量中，有哪些是关键报警？	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = 'temperature' ;
在装置连续重整装置中，单位为功率的变量中，有哪些是关键报警？	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = 'power' ;
展示所有不同的关键报警的单位。	select distinct t_rt_info.Tag_unit from t_rt_info where t_rt_info.Key_tag = 1 ;
统计装置重整装置中每个单位出现的次数。	select count ( * ) from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_info.Tag_unit ;
统计装置2#连续重整装置中每个单位出现的次数。	select count ( * ) from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_info.Tag_unit ;
哪几个关键报警的单位和热蜡油进装置流量一样？	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FI222_2.PV' ) ;
哪几个关键报警的单位和反应沉降器活斗密度一样？	select * from t_rt_info where t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_DR1104.PV' ) ;
所有装置里，单位与F201氧含量相同的变量各有多少个？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211AI_21901' ) group by t_rt_info.Unit_code ;
所有装置里，单位与溢流斗流化蒸汽流量相同的变量各有多少个？	select count ( * ) from t_rt_info where t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_FI1107.PV' ) group by t_rt_info.Unit_code ;
装置催化裂化装置2中的关键报警变量有哪些变量的单位和T201顶温度相同？	select * from t_rt_info where t_rt_info.Unit_code = '3B2CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B2CHLH_0202B_TC201.PV' ) ;
装置重整装置二号中的关键报警变量有哪些变量的单位和分馏塔底搅拌蒸汽流量调节相同？	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_FIC373.PV' ) ;
装置二号连续重整中的关键报警变量有哪些变量的单位和V103液位相同？	select * from t_rt_info where t_rt_info.Unit_code = '2B2LXCZ' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '2B2LXCZ_0211LIC_10502' ) ;
装置1#催化装置中的关键报警变量有哪些变量的单位和容304液位控制选择开关相同？	select * from t_rt_info where t_rt_info.Unit_code = '3B1CHLH' and t_rt_info.Key_tag = 1 and t_rt_info.Tag_unit = ( select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Tag_code = '3B1CHLH_LI2811.PV' ) ;
单位是摩尔比的变量的高高报最高是多少？	select max ( t_rt_info.UUpper_limit ) from t_rt_info where t_rt_info.Tag_unit = 'ratio' ;
单位是功率的变量的高高报最高是多少？	select max ( t_rt_info.UUpper_limit ) from t_rt_info where t_rt_info.Tag_unit = 'power' ;
单位是压力的变量的低低报最小是多少？	select min ( t_rt_info.LLower_limit ) from t_rt_info where t_rt_info.Tag_unit = 'pressure' ;
单位是摩尔比的变量的低低报最小是多少？	select min ( t_rt_info.LLower_limit ) from t_rt_info where t_rt_info.Tag_unit = 'ratio' ;
告诉我每个不同的单位对应变量的最小高报值。	select min ( t_rt_info.Upper_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
告诉我所有不同的单位包含的变量的最大低报警线。	select max ( t_rt_info.Lower_limit ) from t_rt_info group by t_rt_info.Tag_unit ;
哪些以流量作为单位的位号有高报和低报？	select * from t_rt_info where t_rt_info.Tag_unit = 'flow' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
哪些以转速作为单位的位号有高报和低报？	select * from t_rt_info where t_rt_info.Tag_unit = 'spee' and t_rt_info.Upper_limit is not null and t_rt_info.Lower_limit is not null ;
所有数据里总共有多少种不同的单位？	select count ( distinct t_rt_info.Tag_unit ) from t_rt_info ;
按出现次数由多到少把所有不同的单位进行排序。	select t_rt_info.Tag_unit from t_rt_info group by t_rt_info.Tag_unit order by count ( * ) desc ;
按在关键变量中的出现次数，将变量的单位按降序排列。	select t_rt_info.Tag_unit from t_rt_info where t_rt_info.Key_tag = 1 group by t_rt_info.Tag_unit order by count ( * ) desc ;
告诉我所有关键变量的描述。	select t_rt_info.Tag_desc from t_rt_info where t_rt_info.Key_tag = 1 ;
显示所有的关键变量。	select * from t_rt_info where t_rt_info.Key_tag = 1 ;
将所有关键位号按它们的单位分组输出。	select * from t_rt_info where t_rt_info.Key_tag = 1 order by t_rt_info.Unit_code ;
告诉我最近120小时内发生过高报但没有发生过低报的位号，按照装置归类。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 120 : 0 ' ) group by t_rt_data.Tag_code , t_rt_info.Unit_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 and sum ( t_rt_data.Alarm_status = 2 ) != 0  order by t_rt_info.Unit_code ;
告诉我最近4小时内发生过高报但没有发生过低报的位号，按照装置归类。	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 4 : 0 ' ) group by t_rt_data.Tag_code , t_rt_info.Unit_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 and sum ( t_rt_data.Alarm_status = 2 ) != 0  order by t_rt_info.Unit_code ;
装置二号催化装置中最近3小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 3 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置二催中最近96小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 96 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置2#催化装置中最近9小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 9 : 0 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
装置连续重整装置二号中最近24小时内有哪些数据发生低报？	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 24 : 0 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 1 ) != 0 ;
最近13分钟内装置连续重整装置二号中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 13 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近26分钟内装置催化裂化装置二中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 26 ' ) and t_rt_info.Unit_code = '3B2CHLH' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近28分钟内装置二号连续重整装置中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 28 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
最近41分钟内装置连续重整2中有哪些发生过高报的位号？ 	select t_rt_data.Tag_code from t_rt_data inner join t_rt_info on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 41 ' ) and t_rt_info.Unit_code = '2B2LXCZ' group by t_rt_data.Tag_code having sum ( t_rt_data.Alarm_status = 2 ) != 0 ;
统计每个装置中分别有多少个位号在过去46分钟内发生了高报。	select count ( distinct t_rt_data.Tag_code ) from t_rt_info inner join t_rt_data on t_rt_info.Tag_code = t_rt_data.Tag_code where t_rt_data.Result_time > addtime ( now ( ) , ' - 0 : 46 ' ) and t_rt_data.Alarm_status = 2 group by t_rt_info.Unit_code ;
